gid,wardName,authoritativeCounty,authoritativeSubcounty,canonicalCountyCode,canonicalSubcountyCode,canonicalSubcountyName,prismaWardId,prismaWardName,prismaCountyId,prismaCountyName,prismaSubcountyId,prismaSubcountyName,expectedPrismaSubcountyId,expectedPrismaSubcountyName,ownership,resolutionType,note
435,Nguu/Masumba Ward,MAKUENI,Kibwezi West  Sub County,,,,1428,Nguu/Masumba Ward,74,Makueni,362,Kibwezi West  Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1676,Etenje Ward,Kakamega,Mumias West  Sub County,037,3712,Mumias West,1429,Etenje Ward,54,Kakamega,1504,Mumias West,1504,Mumias West,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1677,Musanda Ward,Kakamega,Mumias West  Sub County,037,3712,Mumias West,1430,Musanda Ward,54,Kakamega,1504,Mumias West,1504,Mumias West,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
113,Bomani Ward,TAITA TAVETA,Taveta Sub County,006,0603,Taveta,1431,Bomani Ward,59,Taita Taveta,1278,Taveta,1278,Taveta,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
114,Mboghoni Ward,TAITA TAVETA,Taveta Sub County,006,0603,Taveta,1432,Mboghoni Ward,59,Taita Taveta,1278,Taveta,1278,Taveta,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
129,Kasigau Ward,TAITA TAVETA,Voi Sub County,006,0604,Voi,1433,Kasigau Ward,59,Taita Taveta,1279,Voi,1279,Voi,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
154,Jarajila Ward,GARISSA,Fafi Sub County,007,0703,Fafi,1434,Jarajila Ward,60,Garissa,1282,Fafi,1282,Fafi,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
155,Fafi Ward,GARISSA,Fafi Sub County,007,0703,Fafi,1435,Fafi Ward,60,Garissa,1282,Fafi,1282,Fafi,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
163,Korondile Ward,WAJIR,Wajir North Sub County,008,0806,Wajir North,1436,Korondile Ward,61,Wajir,1292,Wajir North,1292,Wajir North,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
183,Elnur/tula tula Ward,WAJIR,Eldas Sub County,008,0802,Eldas,1437,Elnur/tula tula Ward,61,Wajir,1288,Eldas,1288,Eldas,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
191,TAKABA SOUTH,MANDERA,MANDERA WEST,009,0901,Mandera West,1438,TAKABA SOUTH,63,Mandera,1295,Mandera West,1295,Mandera West,CORRECT,EXACT,Prisma ward ownership matches the authoritative target.
192,TAKABA,MANDERA,MANDERA WEST,009,0901,Mandera West,1439,TAKABA,63,Mandera,1295,Mandera West,1295,Mandera West,CORRECT,EXACT,Prisma ward ownership matches the authoritative target.
184,Benane Ward,WAJIR,Wajir South Sub County,008,0807,Wajir South,1440,Benane Ward,61,Wajir,1293,Wajir South,1293,Wajir South,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
185,Burder Ward,WAJIR,Wajir South Sub County,008,0807,Wajir South,1441,Burder Ward,61,Wajir,1293,Wajir South,1293,Wajir South,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1832,Junju Ward,Kilifi,Kilifi South Sub County,003,0306,Kilifi South,1442,Junju Ward,73,Kilifi,1267,Kilifi South,1267,Kilifi South,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1684,Mayoni Ward,Kakamega,Matungu Sub County,037,3710,Matungu,1443,Mayoni Ward,54,Kakamega,1502,Matungu,1502,Matungu,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1685,Namamali Ward,Kakamega,Matungu Sub County,037,3710,Matungu,1444,Namamali Ward,54,Kakamega,1502,Matungu,1502,Matungu,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1686,Marama West Ward,Kakamega,Butere Sub County,037,3701,Butere,1445,Marama West Ward,54,Kakamega,1493,Butere,1493,Butere,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1687,Marama Central Ward,Kakamega,Butere Sub County,037,3701,Butere,1446,Marama Central Ward,54,Kakamega,1493,Butere,1493,Butere,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1688,Marenyo-shianda Ward,Kakamega,Butere Sub County,037,3701,Butere,1447,Marenyo-shianda Ward,54,Kakamega,1493,Butere,1493,Butere,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1689,Marama North Ward,Kakamega,Butere Sub County,037,3701,Butere,1448,Marama North Ward,54,Kakamega,1493,Butere,1493,Butere,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1690,Marama South Ward,Kakamega,Butere Sub County,037,3701,Butere,1449,Marama South Ward,54,Kakamega,1493,Butere,1493,Butere,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1692,Kisa East Ward,Kakamega,Khwisero Sub County,037,3706,Khwisero,1450,Kisa East Ward,54,Kakamega,1498,Khwisero,1498,Khwisero,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1693,Kisa West Ward,Kakamega,Khwisero Sub County,037,3706,Khwisero,1451,Kisa West Ward,54,Kakamega,1498,Khwisero,1498,Khwisero,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1694,Kisa Central Ward,Kakamega,Khwisero Sub County,037,3706,Khwisero,1452,Kisa Central Ward,54,Kakamega,1498,Khwisero,1498,Khwisero,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1695,Isukha North Ward,Kakamega,Shinyalu Sub County,,,,1453,Isukha North Ward,54,Kakamega,369,Shinyalu Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1696,Murhanda Ward,Kakamega,Shinyalu Sub County,,,,1454,Murhanda Ward,54,Kakamega,369,Shinyalu Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1697,Isukha Central Ward,Kakamega,Shinyalu Sub County,,,,1455,Isukha Central Ward,54,Kakamega,369,Shinyalu Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1698,Isukha South Ward,Kakamega,Shinyalu Sub County,,,,1456,Isukha South Ward,54,Kakamega,369,Shinyalu Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1699,Isukha East Ward,Kakamega,Shinyalu Sub County,,,,1457,Isukha East Ward,54,Kakamega,369,Shinyalu Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1700,Isukha West Ward,Kakamega,Shinyalu Sub County,,,,1458,Isukha West Ward,54,Kakamega,369,Shinyalu Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1701,Idakho South Ward,Kakamega,Ikolomani Sub County,,,,1459,Idakho South Ward,54,Kakamega,370,Ikolomani Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1702,Idakho East Ward,Kakamega,Ikolomani Sub County,,,,1460,Idakho East Ward,54,Kakamega,370,Ikolomani Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1703,Idakho North Ward,Kakamega,Ikolomani Sub County,,,,1461,Idakho North Ward,54,Kakamega,370,Ikolomani Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1704,Idakho Central Ward,Kakamega,Ikolomani Sub County,,,,1462,Idakho Central Ward,54,Kakamega,370,Ikolomani Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1705,Malaba Central Ward,Busia,Teso North Sub County,040,4006,Teso North,1463,Malaba Central Ward,62,Busia,1527,Teso North,1527,Teso North,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1706,Malaba North Ward,Busia,Teso North Sub County,040,4006,Teso North,1464,Malaba North Ward,62,Busia,1527,Teso North,1527,Teso North,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1707,Ang'urai South Ward,Busia,Teso North Sub County,040,4006,Teso North,1465,Ang'urai South Ward,62,Busia,1527,Teso North,1527,Teso North,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1708,Ang'urai North Ward,Busia,Teso North Sub County,040,4006,Teso North,1466,Ang'urai North Ward,62,Busia,1527,Teso North,1527,Teso North,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1709,Ang'urai East Ward,Busia,Teso North Sub County,040,4006,Teso North,1467,Ang'urai East Ward,62,Busia,1527,Teso North,1527,Teso North,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1710,Malaba South Ward,Busia,Teso North Sub County,040,4006,Teso North,1468,Malaba South Ward,62,Busia,1527,Teso North,1527,Teso North,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1711,Ang'orom Ward,Busia,Teso South Sub County,040,4007,Teso South,1469,Ang'orom Ward,62,Busia,1528,Teso South,1528,Teso South,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1712,Chakol South Ward,Busia,Teso South Sub County,040,4007,Teso South,1470,Chakol South Ward,62,Busia,1528,Teso South,1528,Teso South,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1713,Chakol North Ward,Busia,Teso South Sub County,040,4007,Teso South,1471,Chakol North Ward,62,Busia,1528,Teso South,1528,Teso South,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1714,Amukura West Ward,Busia,Teso South Sub County,040,4007,Teso South,1472,Amukura West Ward,62,Busia,1528,Teso South,1528,Teso South,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1715,Amukura East Ward,Busia,Teso South Sub County,040,4007,Teso South,1473,Amukura East Ward,62,Busia,1528,Teso South,1528,Teso South,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
452,Githioro Ward,NYANDARUA,Kipipiri Sub County,018,1804,Kipipiri,1474,Githioro Ward,67,Nyandarua,1372,Kipipiri,1372,Kipipiri,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
351,Mbitini Ward,KITUI,Kitui Rural Sub County,,,,1475,Mbitini Ward,68,Kitui,348,Kitui Rural Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
454,Kanjuiri range Ward,NYANDARUA,Olkalou Sub County,,,,1476,Kanjuiri range Ward,67,Nyandarua,374,Olkalou Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1716,Amukura Central Ward,Busia,Teso South Sub County,040,4007,Teso South,1477,Amukura Central Ward,62,Busia,1528,Teso South,1528,Teso South,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
359,Zombe/mwitika Ward,KITUI,Kitui East Sub County,,,,1478,Zombe/mwitika Ward,68,Kitui,354,Kitui East Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
225,MOYALE TOWNSHIP,MARSABIT,MOYALE,010,1005,Moyale,1479,MOYALE TOWNSHIP,64,Marsabit,1306,Moyale,1306,Moyale,CORRECT,EXACT,Prisma ward ownership matches the authoritative target.
226,URAN,MARSABIT,MOYALE,010,1005,Moyale,1480,URAN,64,Marsabit,1306,Moyale,1306,Moyale,CORRECT,EXACT,Prisma ward ownership matches the authoritative target.
227,OBBU,MARSABIT,MOYALE,010,1005,Moyale,1481,OBBU,64,Marsabit,1306,Moyale,1306,Moyale,CORRECT,EXACT,Prisma ward ownership matches the authoritative target.
228,DUKANA,MARSABIT,NORTH HORR,010,1006,North Horr,1482,DUKANA,64,Marsabit,1307,North Horr,1307,North Horr,CORRECT,EXACT,Prisma ward ownership matches the authoritative target.
229,MAIKONA,MARSABIT,NORTH HORR,010,1006,North Horr,1483,MAIKONA,64,Marsabit,1307,North Horr,1307,North Horr,CORRECT,EXACT,Prisma ward ownership matches the authoritative target.
206,WARGADUD,MANDERA,MANDERA SOUTH,,,,1484,WARGADUD,63,Mandera,325,MANDERA SOUTH,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
457,Rurii Ward,NYANDARUA,Olkalou Sub County,,,,1485,Rurii Ward,67,Nyandarua,374,Olkalou Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
96,Chewele Ward,TANA RIVER,Bura Sub County,,,,1486,Chewele Ward,57,Tana River,299,Bura Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
234,KARARE,MARSABIT,SAKU,,,,1487,KARARE,64,Marsabit,329,SAKU,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
235,MARSABIT CENTRAL,MARSABIT,SAKU,,,,1488,MARSABIT CENTRAL,64,Marsabit,329,SAKU,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
236,LOIYANGALANI,MARSABIT,LAISAMIS,,,,1489,LOIYANGALANI,64,Marsabit,330,LAISAMIS,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
100,Madogo Ward,TANA RIVER,Bura Sub County,,,,1490,Madogo Ward,57,Tana River,299,Bura Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1722,Mayenje Ward,Busia,Matayos Sub County,,,,1491,Mayenje Ward,62,Busia,323,Matayos Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1726,Marachi West Ward,Busia,Butula Sub County,040,4003,Butula,1492,Marachi West Ward,62,Busia,1524,Butula,1524,Butula,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
486,Karima Ward,NYERI,Nyeri South Sub County,019,1906,Nyeri South,1493,Karima Ward,69,Nyeri,1381,Nyeri South,1381,Nyeri South,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
487,Gikondi Ward,NYERI,Mukurweini Sub County,,,,1494,Gikondi Ward,69,Nyeri,376,Mukurweini Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
488,Rugi Ward,NYERI,Mukurweini Sub County,,,,1495,Rugi Ward,69,Nyeri,376,Mukurweini Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
489,Mukurwe-ini west Ward,NYERI,Mukurweini Sub County,,,,1496,Mukurwe-ini west Ward,69,Nyeri,376,Mukurweini Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
490,Mukurwe-ini central Ward,NYERI,Mukurweini Sub County,,,,1497,Mukurwe-ini central Ward,69,Nyeri,376,Mukurweini Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
491,Kiganjo/mathari Ward,NYERI,Nyeri Central Sub County,019,1908,Nyeri Central,1498,Kiganjo/mathari Ward,69,Nyeri,377,Nyeri Central Sub County,1383,Nyeri Central,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1383 (Nyeri Central) but found 377 (Nyeri Central Sub County).
492,Rware Ward,NYERI,Nyeri Central Sub County,019,1908,Nyeri Central,1499,Rware Ward,69,Nyeri,377,Nyeri Central Sub County,1383,Nyeri Central,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1383 (Nyeri Central) but found 377 (Nyeri Central Sub County).
493,Gatitu/muruguru Ward,NYERI,Nyeri Central Sub County,019,1908,Nyeri Central,1500,Gatitu/muruguru Ward,69,Nyeri,377,Nyeri Central Sub County,1383,Nyeri Central,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1383 (Nyeri Central) but found 377 (Nyeri Central Sub County).
494,RURING'U / Karia Ward,NYERI,Nyeri Central Sub County,019,1908,Nyeri Central,1501,RURING'U / Karia Ward,69,Nyeri,377,Nyeri Central Sub County,1383,Nyeri Central,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1383 (Nyeri Central) but found 377 (Nyeri Central Sub County).
495,Kamakwa/mukaro Ward,NYERI,Nyeri Central Sub County,019,1908,Nyeri Central,1502,Kamakwa/mukaro Ward,69,Nyeri,377,Nyeri Central Sub County,1383,Nyeri Central,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1383 (Nyeri Central) but found 377 (Nyeri Central Sub County).
496,Mutithi Ward,KIRINYAGA,Kirinyaga North/Mwea West Sub County,,,,1503,Mutithi Ward,75,Kirinyaga,378,Kirinyaga North/Mwea West Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
497,Kangai Ward,KIRINYAGA,Kirinyaga North/Mwea West Sub County,,,,1504,Kangai Ward,75,Kirinyaga,378,Kirinyaga North/Mwea West Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
498,Thiba Ward,KIRINYAGA,Kirinyaga North/Mwea West Sub County,,,,1505,Thiba Ward,75,Kirinyaga,378,Kirinyaga North/Mwea West Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
499,Wamumu Ward,KIRINYAGA,Kirinyaga North/Mwea West Sub County,,,,1506,Wamumu Ward,75,Kirinyaga,378,Kirinyaga North/Mwea West Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
500,Nyangati Ward,KIRINYAGA,Kirinyaga South Sub County,,,,1507,Nyangati Ward,75,Kirinyaga,379,Kirinyaga South Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
501,Murinduko Ward,KIRINYAGA,Kirinyaga South Sub County,,,,1508,Murinduko Ward,75,Kirinyaga,379,Kirinyaga South Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
502,Gathigiriri Ward,KIRINYAGA,Kirinyaga South Sub County,,,,1509,Gathigiriri Ward,75,Kirinyaga,379,Kirinyaga South Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
503,Tebere Ward,KIRINYAGA,Kirinyaga South Sub County,,,,1510,Tebere Ward,75,Kirinyaga,379,Kirinyaga South Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
504,Kabare Ward,KIRINYAGA,Kirinyaga East Sub County,020,2002,Kirinyaga East,1511,Kabare Ward,75,Kirinyaga,380,Kirinyaga East Sub County,1385,Kirinyaga East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1385 (Kirinyaga East) but found 380 (Kirinyaga East Sub County).
505,Baragwi Ward,KIRINYAGA,Kirinyaga East Sub County,020,2002,Kirinyaga East,1512,Baragwi Ward,75,Kirinyaga,380,Kirinyaga East Sub County,1385,Kirinyaga East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1385 (Kirinyaga East) but found 380 (Kirinyaga East Sub County).
506,Njukiine Ward,KIRINYAGA,Kirinyaga East Sub County,020,2002,Kirinyaga East,1513,Njukiine Ward,75,Kirinyaga,380,Kirinyaga East Sub County,1385,Kirinyaga East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1385 (Kirinyaga East) but found 380 (Kirinyaga East Sub County).
507,Ngariama Ward,KIRINYAGA,Kirinyaga East Sub County,020,2002,Kirinyaga East,1514,Ngariama Ward,75,Kirinyaga,380,Kirinyaga East Sub County,1385,Kirinyaga East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1385 (Kirinyaga East) but found 380 (Kirinyaga East Sub County).
508,Karumandi Ward,KIRINYAGA,Kirinyaga East Sub County,020,2002,Kirinyaga East,1515,Karumandi Ward,75,Kirinyaga,380,Kirinyaga East Sub County,1385,Kirinyaga East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1385 (Kirinyaga East) but found 380 (Kirinyaga East Sub County).
509,Mukure Ward,KIRINYAGA,Kirinyaga West Sub County,020,2003,Kirinyaga West,1516,Mukure Ward,75,Kirinyaga,1386,Kirinyaga West,1386,Kirinyaga West,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
510,Kiine Ward,KIRINYAGA,Kirinyaga West Sub County,020,2003,Kirinyaga West,1517,Kiine Ward,75,Kirinyaga,1386,Kirinyaga West,1386,Kirinyaga West,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
511,Kariti Ward,KIRINYAGA,Kirinyaga West Sub County,020,2003,Kirinyaga West,1518,Kariti Ward,75,Kirinyaga,1386,Kirinyaga West,1386,Kirinyaga West,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1729,Marachi East Ward,Busia,Butula Sub County,040,4003,Butula,1519,Marachi East Ward,62,Busia,1524,Butula,1524,Butula,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1730,Marachi North Ward,Busia,Butula Sub County,040,4003,Butula,1520,Marachi North Ward,62,Busia,1524,Butula,1524,Butula,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1731,Elugulu Ward,Busia,Butula Sub County,040,4003,Butula,1521,Elugulu Ward,62,Busia,1524,Butula,1524,Butula,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1732,Namboboto Nambuku Ward,Busia,Samia Sub County,040,4005,Samia,1522,Namboboto Nambuku Ward,62,Busia,1526,Samia,1526,Samia,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1733,Nangina Ward,Busia,Samia Sub County,040,4005,Samia,1523,Nangina Ward,62,Busia,1526,Samia,1526,Samia,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1734,Ageng'a Nanguba Ward,Busia,Samia Sub County,040,4005,Samia,1524,Ageng'a Nanguba Ward,62,Busia,1526,Samia,1526,Samia,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1735,Bwiri Ward,Busia,Samia Sub County,040,4005,Samia,1525,Bwiri Ward,62,Busia,1526,Samia,1526,Samia,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
2097,Kiru Ward,Muranga,Mathioya Sub County,021,2103,Mathioya,1526,Kiru Ward,76,Murang'a,1391,Mathioya,1391,Mathioya,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
2098,Kamacharia Ward,Muranga,Mathioya Sub County,021,2103,Mathioya,1527,Kamacharia Ward,76,Murang'a,1391,Mathioya,1391,Mathioya,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
2099,Wangu Ward,Muranga,Kiharu Sub County,,,,1528,Wangu Ward,76,Murang'a,384,Kiharu Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
2100,Mugoiri Ward,Muranga,Kiharu Sub County,,,,1529,Mugoiri Ward,76,Murang'a,384,Kiharu Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
2101,Mbiri Ward,Muranga,Kiharu Sub County,,,,1530,Mbiri Ward,76,Murang'a,384,Kiharu Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
2102,Township Ward,Muranga,Kiharu Sub County,,,,1531,Township Ward,76,Murang'a,384,Kiharu Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
2103,Murarandia Ward,Muranga,Kiharu Sub County,,,,1532,Murarandia Ward,76,Murang'a,384,Kiharu Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1741,Elburgon Ward,Nakuru,Molo  Sub County,032,3204,Molo,1533,Elburgon Ward,77,Nakuru,1462,Molo,1462,Molo,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1749,Njoro Ward,Nakuru,Njoro  Sub County,032,3209,Njoro,1534,Njoro Ward,77,Nakuru,1467,Njoro,1467,Njoro,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1750,Biashara Ward,Nakuru,Naivasha  Sub County,032,3205,Naivasha,1535,Biashara Ward,77,Nakuru,1463,Naivasha,1463,Naivasha,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1751,Hells Gate Ward,Nakuru,Naivasha  Sub County,032,3205,Naivasha,1536,Hells Gate Ward,77,Nakuru,1463,Naivasha,1463,Naivasha,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
2104,Gaturi Ward,Muranga,Kiharu Sub County,,,,1537,Gaturi Ward,76,Murang'a,384,Kiharu Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
2105,Kahumbu Ward,Muranga,Kigumo Sub County,021,2107,Kigumo,1538,Kahumbu Ward,76,Murang'a,1395,Kigumo,1395,Kigumo,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1763,Amalo Ward,Nakuru,Kuresoi South  Sub County,032,3203,Kuresoi South,1539,Amalo Ward,77,Nakuru,1461,Kuresoi South,1461,Kuresoi South,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1764,Keringet Ward,Nakuru,Kuresoi South  Sub County,032,3203,Kuresoi South,1540,Keringet Ward,77,Nakuru,1461,Kuresoi South,1461,Kuresoi South,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1765,Kiptagich Ward,Nakuru,Kuresoi South  Sub County,032,3203,Kuresoi South,1541,Kiptagich Ward,77,Nakuru,1461,Kuresoi South,1461,Kuresoi South,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1766,Tinet Ward,Nakuru,Kuresoi South  Sub County,032,3203,Kuresoi South,1542,Tinet Ward,77,Nakuru,1461,Kuresoi South,1461,Kuresoi South,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
611,Kaeris Ward,TURKANA,Turkana North Sub County,023,2305,Turkana North,1543,Kaeris Ward,70,Turkana,1414,Turkana North,1414,Turkana North,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
612,Lakezone Ward,TURKANA,Turkana North Sub County,023,2305,Turkana North,1544,Lakezone Ward,70,Turkana,1414,Turkana North,1414,Turkana North,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
613,Lapur Ward,TURKANA,Turkana North Sub County,023,2305,Turkana North,1545,Lapur Ward,70,Turkana,1414,Turkana North,1414,Turkana North,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
614,Kaaleng/kaikor Ward,TURKANA,Kibish Sub County,023,2301,Kibish,1546,Kaaleng/kaikor Ward,70,Turkana,1410,Kibish,1410,Kibish,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
2106,Muthithi Ward,Muranga,Kigumo Sub County,021,2107,Kigumo,1547,Muthithi Ward,76,Murang'a,1395,Kigumo,1395,Kigumo,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
